headlines,posted_time,tokens,labels,secondary_labels,kmeans_3_labels
"After years of hometown discounts, Dirk cashes in",2016-07-31,"['year', 'hometown', 'discount', 'dirk', 'cash']",0,0,0
Carmelo Anthony not impressed by sing-along,2016-07-30,"['carmelo', 'anthony', 'impressed', 'singalong']",0,0,0
Michael Jordan still shows no mercy on a basketball court,2016-07-30,"['michael', 'jordan', 'still', 'show', 'mercy', 'basketball', 'court']",0,0,0
"Cavs waive Jones; return possible, sources say",2016-07-30,"['cavs', 'waive', 'jones', 'return', 'possible', 'source', 'say']",0,1,0
Sources: Boozer nearing deal with Chinese team,2016-07-30,"['source', 'boozer', 'nearing', 'deal', 'chinese', 'team']",0,1,0
Coach K happy Chicago fans cheered Thibodeau,2016-07-30,"['coach', 'k', 'happy', 'chicago', 'fan', 'cheered', 'thibodeau']",0,0,0
"Irving, U.S. overcome off night, rout Venezuela",2016-07-30,"['irving', 'u', 'overcome', 'night', 'rout', 'venezuela']",0,0,0
"Warriors inviting McGee to camp, sources say",2016-07-30,"['warrior', 'inviting', 'mcgee', 'camp', 'source', 'say']",0,1,2
Sources: Monty Williams expected to join Spurs,2016-07-30,"['source', 'monty', 'williams', 'expected', 'join', 'spur']",0,1,0
Butler enjoying his time in Chicago spotlight with Team USA,2016-07-30,"['butler', 'enjoying', 'time', 'chicago', 'spotlight', 'team', 'usa']",0,0,0
Wade leaves no doubt: Bulls are 'Jimmy's team',2016-07-30,"['wade', 'leaf', 'doubt', 'bull', 'jimmy', 'team']",0,0,0
Anthony has become the unlikely face of Team USA,2016-07-30,"['anthony', 'become', 'unlikely', 'face', 'team', 'usa']",0,0,0
"Dwyane Wade shows off new look, calls Chicago 'home'",2016-07-29,"['dwyane', 'wade', 'show', 'new', 'look', 'call', 'chicago', 'home']",0,0,0
Summer Forecast looks bleak for Rose and Rondo,2016-07-29,"['summer', 'forecast', 'look', 'bleak', 'rose', 'rondo']",0,0,0
Amar'e: Suns not receptive to retirement idea,2016-07-29,"['amare', 'sun', 'receptive', 'retirement', 'idea']",0,0,0
Nets' Vasquez (ankle) won't play for Venezuela,2016-07-29,"['net', 'vasquez', 'ankle', 'wont', 'play', 'venezuela']",0,0,0
Rose's civil sexual assault trial set for October,2016-07-29,"['rose', 'civil', 'sexual', 'assault', 'trial', 'set', 'october']",0,0,0
Summer Forecast: Will Durant or Horford be best newcomer?,2016-07-29,"['summer', 'forecast', 'durant', 'horford', 'best', 'newcomer']",0,0,0
Hawks sign former Michigan State center Matt Costello,2016-07-29,"['hawk', 'sign', 'former', 'michigan', 'state', 'center', 'matt', 'costello']",0,0,0
"Bulls' Butler: I didn't influence Rose, Noah exits",2016-07-29,"['bull', 'butler', 'didnt', 'influence', 'rose', 'noah', 'exit']",0,0,0
Melo can't believe Wade left Heat for Bulls,2016-07-29,"['melo', 'cant', 'believe', 'wade', 'left', 'heat', 'bull']",0,0,0
"Lee joining Spurs on 2-year, $3.2 million deal",2016-07-28,"['lee', 'joining', 'spur', '2year', '32', 'million', 'deal']",0,1,0
"Jeremy Lin stars in ""Space Jam"" spoof",2016-07-28,"['jeremy', 'lin', 'star', 'space', 'jam', 'spoof']",0,0,0
Bulls sign Dinwiddie 3 weeks after waiving him,2016-07-28,"['bull', 'sign', 'dinwiddie', '3', 'week', 'waiving']",0,0,0
"Sager starts chemo again, will not cover Rio",2016-07-28,"['sager', 'start', 'chemo', 'cover', 'rio']",0,0,0
Doc: Think Pierce 'back and forth' on retirement,2016-07-28,"['doc', 'think', 'pierce', 'back', 'forth', 'retirement']",0,0,0
Summer Forecast: Projecting the MVP race for 2016-17,2016-07-28,"['summer', 'forecast', 'projecting', 'mvp', 'race', '201617']",0,0,0
"Pacers, Nuggets set for London for Jan. game",2016-07-28,"['pacer', 'nugget', 'set', 'london', 'jan', 'game']",0,0,0
Wizards re-sign 'proven veteran' Thornton,2016-07-28,"['wizard', 'resign', 'proven', 'veteran', 'thornton']",0,0,0
NBPA to fund health insurance for retired players,2016-07-28,"['nbpa', 'fund', 'health', 'insurance', 'retired', 'player']",0,0,0
Summer Forecast: How the West will play out in 2016-17,2016-07-28,"['summer', 'forecast', 'west', 'play', '201617']",0,0,0
Summer Forecast: Which rookie will rise in 2016-17?,2016-07-28,"['summer', 'forecast', 'rookie', 'rise', '201617']",0,0,0
Clips staffer involved in Griffin fight won't return,2016-07-27,"['clip', 'staffer', 'involved', 'griffin', 'fight', 'wont', 'return']",0,0,0
Varejao (back) won't suit up for Brazil in Rio,2016-07-27,"['varejao', 'back', 'wont', 'suit', 'brazil', 'rio']",0,0,0
Beal ready to max out for Wizards with $128M deal,2016-07-27,"['beal', 'ready', 'max', 'wizard', '128m', 'deal']",0,1,0
Sources: Ballmer exploring sites for new arena,2016-07-27,"['source', 'ballmer', 'exploring', 'site', 'new', 'arena']",0,1,0
Stoudemire retires as member of the Knicks,2016-07-27,"['stoudemire', 'retires', 'member', 'knicks']",0,0,0
Durant given hearty welcome by Oracle crowd,2016-07-27,"['durant', 'given', 'hearty', 'welcome', 'oracle', 'crowd']",0,0,0
"Bogut, Cambage go head to head on Twitter",2016-07-27,"['bogut', 'cambage', 'go', 'head', 'head', 'twitter']",0,0,0
Source: C's give 2nd-rounder Jackson 4-year deal,2016-07-27,"['source', 'c', 'give', '2ndrounder', 'jackson', '4year', 'deal']",0,1,0
Is Amar'e Stoudemire a Hall of Famer?,2016-07-26,"['amare', 'stoudemire', 'hall', 'famer']",0,0,0
"Harkless back with Blazers on 4-year, $42M deal",2016-07-26,"['harkless', 'back', 'blazer', '4year', '42m', 'deal']",0,1,0
Cavs honored with butter sculptures,2016-07-26,"['cavs', 'honored', 'butter', 'sculpture']",0,0,0
Will the Magic's latest reset work?,2016-07-26,"['magic', 'latest', 'reset', 'work']",0,0,0
Pistons announce 1-year deal with McCallum,2016-07-26,"['piston', 'announce', '1year', 'deal', 'mccallum']",0,1,0
"Cavs, coach Lue agree on five-year extension",2016-07-26,"['cavs', 'coach', 'lue', 'agree', 'fiveyear', 'extension']",0,1,0
"Cavs, Knicks among most overrated teams",2016-07-26,"['cavs', 'knicks', 'among', 'overrated', 'team']",0,0,0
Six things to watch for in Kevin Durant's Oakland sneak preview,2016-07-26,"['six', 'thing', 'watch', 'kevin', 'durant', 'oakland', 'sneak', 'preview']",0,0,0
Carmelo Anthony is bringing discourse back,2016-07-26,"['carmelo', 'anthony', 'bringing', 'discourse', 'back']",0,0,0
Melo praises Jordan for addressing racial unrest,2016-07-26,"['melo', 'praise', 'jordan', 'addressing', 'racial', 'unrest']",0,0,0
Collins: Came out to Clintons before SI article,2016-07-25,"['collins', 'came', 'clinton', 'si', 'article']",0,0,0
"Waiters, Heat agree to 2-year deal, source says",2016-07-25,"['waiter', 'heat', 'agree', '2year', 'deal', 'source', 'say']",0,1,0
OKC's Payne undergoes surgery on broken foot,2016-07-25,"['okcs', 'payne', 'undergoes', 'surgery', 'broken', 'foot']",0,0,0
"Report: Pistons, McCallum agree to 1-year deal",2016-07-25,"['report', 'piston', 'mccallum', 'agree', '1year', 'deal']",0,1,0
Hornets sign 7-foot center Tobey from Virginia,2016-07-25,"['hornet', 'sign', '7foot', 'center', 'tobey', 'virginia']",0,0,0
"Source: Blazers, McCollum agree to $106M deal",2016-07-25,"['source', 'blazer', 'mccollum', 'agree', '106m', 'deal']",0,1,0
Hornets name Gillespie as D-League coach,2016-07-25,"['hornet', 'name', 'gillespie', 'dleague', 'coach']",0,0,0
Durant restaurant shuts down for name change,2016-07-25,"['durant', 'restaurant', 'shuts', 'name', 'change']",0,0,0
McCollum's max good move for Blazers?,2016-07-25,"['mccollums', 'max', 'good', 'move', 'blazer']",0,0,0
Team USA is so talented it's impossible to tell how good it is,2016-07-25,"['team', 'usa', 'talented', 'impossible', 'tell', 'good']",0,0,0
"L.A. crowd boos KD, Green at U.S.-China game",2016-07-25,"['la', 'crowd', 'boo', 'kd', 'green', 'uschina', 'game']",0,0,0
Activist: Athletes wield real power; action needed,2016-07-25,"['activist', 'athlete', 'wield', 'real', 'power', 'action', 'needed']",0,0,0
Durant paces U.S. in another exhibition blowout,2016-07-25,"['durant', 'pace', 'u', 'another', 'exhibition', 'blowout']",0,0,0
Raptors' Lou Williams on his path to Toronto,2016-07-24,"['raptor', 'lou', 'williams', 'path', 'toronto']",0,0,0
"Stephen Curry, Justin Timberlake and Alfonso Ribeiro do the 'Carlton' at American Century Championship",2016-07-24,"['stephen', 'curry', 'justin', 'timberlake', 'alfonso', 'ribeiro', 'carlton', 'american', 'century', 'championship']",0,0,0
Thunder sign 2013 draft pick Abrines of Spain,2016-07-23,"['thunder', 'sign', '2013', 'draft', 'pick', 'abrines', 'spain']",0,0,0
LeBron James' son shows off serious skills in video,2016-07-23,"['lebron', 'james', 'son', 'show', 'serious', 'skill', 'video']",0,0,0
"Sources: Celtics to sign Green, bring back Zeller",2016-07-23,"['source', 'celtic', 'sign', 'green', 'bring', 'back', 'zeller']",0,1,0
New Warriors trio impresses with Team USA,2016-07-23,"['new', 'warrior', 'trio', 'impress', 'team', 'usa']",0,0,2
"Durant, U.S. crush Argentina by 37 in exhibition",2016-07-23,"['durant', 'u', 'crush', 'argentina', '37', 'exhibition']",0,0,0
"WNBA players, Melo upset over league's fines",2016-07-23,"['wnba', 'player', 'melo', 'upset', 'league', 'fine']",0,0,0
Stephen Curry's new sneakers panned -- again,2016-07-23,"['stephen', 'curry', 'new', 'sneaker', 'panned']",0,0,0
Warriors' Green to avoid jail time with plea deal,2016-07-22,"['warrior', 'green', 'avoid', 'jail', 'time', 'plea', 'deal']",0,1,2
Crabbe and Leonard discuss new contracts with the Blazers,2016-07-22,"['crabbe', 'leonard', 'discus', 'new', 'contract', 'blazer']",0,0,0
Sources: Mavs bump Dirk's deal up to $50 million,2016-07-22,"['source', 'mavs', 'bump', 'dirk', 'deal', '50', 'million']",0,1,0
Store selling Durant Thunder jerseys for 48 cents,2016-07-22,"['store', 'selling', 'durant', 'thunder', 'jersey', '48', 'cent']",0,0,0
Rose: Knicks being compared to 'super' Warriors,2016-07-22,"['rose', 'knicks', 'compared', 'super', 'warrior']",0,0,2
How Team USA's turnaround began 10 years ago,2016-07-22,"['team', 'usa', 'turnaround', 'began', '10', 'year', 'ago']",0,0,0
Kevin Durant reveals new Tupac tattoo,2016-07-22,"['kevin', 'durant', 'reveals', 'new', 'tupac', 'tattoo']",0,0,0
Melo planning meeting to address police violence,2016-07-22,"['melo', 'planning', 'meeting', 'address', 'police', 'violence']",0,0,0
Kings' Cousins preps for Olympics with yoga,2016-07-22,"['king', 'cousin', 'prep', 'olympics', 'yoga']",0,0,0
Irked Crowder: Celtics told Durant too much,2016-07-21,"['irked', 'crowder', 'celtic', 'told', 'durant', 'much']",0,0,0
Wizards sign G Satoransky for 3 years,2016-07-21,"['wizard', 'sign', 'g', 'satoransky', '3', 'year']",0,0,0
Irving gets no rest as quest for gold begins,2016-07-21,"['irving', 'get', 'rest', 'quest', 'gold', 'begin']",0,0,0
Green's case likely to be resolved after Rio,2016-07-21,"['green', 'case', 'likely', 'resolved', 'rio']",0,0,0
Guard Aaron Brooks signs with Pacers,2016-07-21,"['guard', 'aaron', 'brook', 'sign', 'pacer']",0,0,0
Paul George puts gruesome injury behind him,2016-07-21,"['paul', 'george', 'put', 'gruesome', 'injury', 'behind']",0,0,0
How Kevin Durant is adjusting to life as the villain,2016-07-21,"['kevin', 'durant', 'adjusting', 'life', 'villain']",0,0,0
Grizzlies' Gasol to miss Olympics for Spain,2016-07-21,"['grizzly', 'gasol', 'miss', 'olympics', 'spain']",0,0,0
Four wanted in alleged attack of Malone Jr.,2016-07-21,"['four', 'wanted', 'alleged', 'attack', 'malone', 'jr']",0,0,0
"New Jordans kick it old school, salute originals",2016-07-21,"['new', 'jordan', 'kick', 'old', 'school', 'salute', 'original']",0,0,0
Kobe writes Players' Tribune letter to younger self,2016-07-20,"['kobe', 'writes', 'player', 'tribune', 'letter', 'younger', 'self']",0,0,0
Clippers' Jordan: Centers 'will never be extinct',2016-07-20,"['clipper', 'jordan', 'center', 'never', 'extinct']",0,0,0
"Bulls add long-range shooter, ink guard Canaan",2016-07-20,"['bull', 'add', 'longrange', 'shooter', 'ink', 'guard', 'canaan']",0,0,0
Lin OK being role model but not a phenomenon,2016-07-20,"['lin', 'ok', 'role', 'model', 'phenomenon']",0,0,0
"Vamos, USA! National team brushes up on its Portuguese ahead of Rio Games",2016-07-20,"['vamos', 'usa', 'national', 'team', 'brush', 'portuguese', 'ahead', 'rio', 'game']",0,0,0
Timberwolves sign F/C Hill to 2-year deal,2016-07-20,"['timberwolves', 'sign', 'fc', 'hill', '2year', 'deal']",0,1,0
Which star will take a back seat in the Warriors' Big Four?,2016-07-20,"['star', 'take', 'back', 'seat', 'warrior', 'big', 'four']",0,0,2
Source: Beaubois declines Mavs' offer to return,2016-07-20,"['source', 'beaubois', 'decline', 'mavs', 'offer', 'return']",0,0,0
Thunder's Kanter: Death threats since failed coup,2016-07-20,"['thunder', 'kanter', 'death', 'threat', 'since', 'failed', 'coup']",0,0,0
"Suns to host Mavericks, Spurs in Mexico City",2016-07-20,"['sun', 'host', 'maverick', 'spur', 'mexico', 'city']",0,0,0
Why Kevin Durant stayed in bed after choosing to leave OKC,2016-07-20,"['kevin', 'durant', 'stayed', 'bed', 'choosing', 'leave', 'okc']",0,0,0
"Clippers reel in Bass, returning him to Rivers",2016-07-20,"['clipper', 'reel', 'bass', 'returning', 'river']",0,0,0
Uni Watch: Timberwolves redesign contest,2016-07-20,"['uni', 'watch', 'timberwolves', 'redesign', 'contest']",0,0,0
"Pop sad to lose Duncan, excited about U.S. team",2016-07-20,"['pop', 'sad', 'lose', 'duncan', 'excited', 'u', 'team']",0,0,0
Paul George puts gruesome injury behind him,2016-07-19,"['paul', 'george', 'put', 'gruesome', 'injury', 'behind']",0,0,0
2016 Las Vegas Summer League schedule,2016-07-19,"['2016', 'la', 'vega', 'summer', 'league', 'schedule']",0,0,0
"Nuggets agree to deals with rookie Murray, Miller",2016-07-19,"['nugget', 'agree', 'deal', 'rookie', 'murray', 'miller']",0,0,0
"Clippers sign Bass, reuniting him with Rivers",2016-07-19,"['clipper', 'sign', 'bass', 'reuniting', 'river']",0,0,0
Sources: M. Gasol (foot) will miss Rio Olympics,2016-07-19,"['source', 'gasol', 'foot', 'miss', 'rio', 'olympics']",0,1,0
Pistons sign first-round draft pick Ellenson,2016-07-19,"['piston', 'sign', 'firstround', 'draft', 'pick', 'ellenson']",0,0,0
"Scottie Pippen half-White Sox, half-Bulls bobblehead coming soon",2016-07-19,"['scottie', 'pippen', 'halfwhite', 'sox', 'halfbulls', 'bobblehead', 'coming', 'soon']",0,0,0
Magic's Meeks out indefinitely after foot surgery,2016-07-19,"['magic', 'meeks', 'indefinitely', 'foot', 'surgery']",0,0,0
Cousins: 'I don't really understand' Kings' draft,2016-07-19,"['cousin', 'dont', 'really', 'understand', 'king', 'draft']",0,0,0
GSW's Green: 'Being me has gotten me this far',2016-07-19,"['gsws', 'green', 'gotten', 'far']",0,0,0
Rockets ride free-agency roller coaster this summer,2016-07-19,"['rocket', 'ride', 'freeagency', 'roller', 'coaster', 'summer']",0,0,0
"Melo: 'As a country, we have to stand united'",2016-07-19,"['melo', 'country', 'stand', 'united']",0,0,0
Thibodeau on KG: 'We have to give him time',2016-07-19,"['thibodeau', 'kg', 'give', 'time']",0,0,0
Valentine makes Bulls summer league champs,2016-07-19,"['valentine', 'make', 'bull', 'summer', 'league', 'champ']",0,0,0
Thunder rescind Waiters' $6.8M qualifying offer,2016-07-19,"['thunder', 'rescind', 'waiter', '68m', 'qualifying', 'offer']",0,0,0
Sources: Nuggets near two-year deal with Miller,2016-07-19,"['source', 'nugget', 'near', 'twoyear', 'deal', 'miller']",0,1,0
"KD, Green, Thompson take floor for U.S. drills",2016-07-19,"['kd', 'green', 'thompson', 'take', 'floor', 'u', 'drill']",0,0,0
Melo: Knicks look good 'on paper' after moves,2016-07-19,"['melo', 'knicks', 'look', 'good', 'paper', 'move']",0,0,0
"Wolves likely won't trade Rubio, owner says",2016-07-18,"['wolf', 'likely', 'wont', 'trade', 'rubio', 'owner', 'say']",0,0,0
Sources: LeBron informs Cavs he will return,2016-07-18,"['source', 'lebron', 'informs', 'cavs', 'return']",0,1,0
Company logos are hidden in Team USA photo,2016-07-18,"['company', 'logo', 'hidden', 'team', 'usa', 'photo']",0,0,0
"Sources: Thunder, Abrines agree to 3-year deal",2016-07-18,"['source', 'thunder', 'abrines', 'agree', '3year', 'deal']",0,1,0
Larry Legend Q&A: Bird on Paul George's Team USA comeback,2016-07-18,"['larry', 'legend', 'qa', 'bird', 'paul', 'george', 'team', 'usa', 'comeback']",0,0,0
Warriors re-sign C Varejao after February addition,2016-07-18,"['warrior', 'resign', 'c', 'varejao', 'february', 'addition']",0,0,2
"All-time #MLBRank, Nos. 100-91",2016-07-18,"['alltime', 'mlbrank', 'no', '10091']",0,0,0
Agent: Bucks to re-sign Plumlee to $52M deal,2016-07-18,"['agent', 'buck', 'resign', 'plumlee', '52m', 'deal']",0,1,0
Clippers waive F Dawson 4 months after arrest,2016-07-17,"['clipper', 'waive', 'f', 'dawson', '4', 'month', 'arrest']",0,0,0
Serbia's Bjelica to miss Olympics with foot injury,2016-07-17,"['serbia', 'bjelica', 'miss', 'olympics', 'foot', 'injury']",0,0,0
Warriors HOF center Thurmond dies at age 74,2016-07-16,"['warrior', 'hof', 'center', 'thurmond', 'dy', 'age', '74']",0,0,2
"With young, talented core, Lakers fans have reason for excitement",2016-07-16,"['young', 'talented', 'core', 'lakers', 'fan', 'reason', 'excitement']",0,0,0
Damian Lillard performs first rap concert to celebrate 26th birthday,2016-07-16,"['damian', 'lillard', 'performs', 'first', 'rap', 'concert', 'celebrate', '26th', 'birthday']",0,0,0
"Riley 'floored' by Wade departure, admits regret",2016-07-16,"['riley', 'floored', 'wade', 'departure', 'admits', 'regret']",0,0,0
Heat not certain when Bosh will return to play,2016-07-16,"['heat', 'certain', 'bosh', 'return', 'play']",0,0,0
Pelicans: Evans won't be ready to start season,2016-07-16,"['pelican', 'evans', 'wont', 'ready', 'start', 'season']",0,0,0
Sources: Cavs sign Andersen after trading Kaun,2016-07-16,"['source', 'cavs', 'sign', 'andersen', 'trading', 'kaun']",0,1,0
Grizzlies sign first-rounder Baldwin IV,2016-07-16,"['grizzly', 'sign', 'firstrounder', 'baldwin', 'iv']",0,0,0
"Lakers' Nance has sprained wrist, no fracture",2016-07-16,"['lakers', 'nance', 'sprained', 'wrist', 'fracture']",0,0,0
Done deal: Wade signs contract with Bulls,2016-07-16,"['done', 'deal', 'wade', 'sign', 'contract', 'bull']",0,1,0
Slime time for Kobe at Kids' Sports Choice Awards,2016-07-16,"['slime', 'time', 'kobe', 'kid', 'sport', 'choice', 'award']",0,0,0
76ers' Simmons: 'Could not be in better situation',2016-07-16,"['76ers', 'simmons', 'could', 'better', 'situation']",0,0,0
Buddy Hield is ready to get to work,2016-07-15,"['buddy', 'hield', 'ready', 'get', 'work']",0,0,0
2016 Orlando Summer League schedule,2016-07-15,"['2016', 'orlando', 'summer', 'league', 'schedule']",0,0,0
76ers sign Saric two years after acquiring rights,2016-07-15,"['76ers', 'sign', 'saric', 'two', 'year', 'acquiring', 'right']",0,0,0
Magic acquire guard Wilcox in trade with Clippers,2016-07-15,"['magic', 'acquire', 'guard', 'wilcox', 'trade', 'clipper']",0,0,0
